City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
514,Juan Lacaze,UY,63.12,broken clouds,-34.4342,-57.4381,Posada Agreste
515,Umm Kaddadah,SD,58.55,clear sky,13.6017,26.6876,
519,Bafata,GW,74.88,clear sky,12.1667,-14.75,
522,Japura,ID,73.54,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
524,Esna,EG,55.98,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
526,Andros Town,BS,75.16,clear sky,24.7,-77.7667,Hanks place
528,Otradnoye,RU,35.65,light snow,59.7775,30.8181,Baza otdikha Petrushinsky Khutor
529,Santa Maria,BR,70.11,scattered clouds,-29.6842,-53.8069,Hotel Morotin
530,Hurricane,US,68.34,clear sky,37.1753,-113.2899,Super 8 by Wyndham Hurricane Zion National Park
531,Kazanskaya,RU,36.72,overcast clouds,45.4106,40.4361,Tikhiy Dvorik
532,Manaure,CO,79.68,broken clouds,11.7751,-72.4445,Hotel Palaaima
533,Fredericksburg,US,57.09,broken clouds,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
534,Gedo,ET,58.71,overcast clouds,9.0167,37.45,Mida Qanyi
538,Bani,DO,77.86,few clouds,18.2833,-70.3333,Hospedaje Henriquez
539,Ostersund,SE,32.61,broken clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
541,Panalingaan,PH,79.48,moderate rain,8.7842,117.4231,I Love Panalingaan View Deck
543,Quelimane,MZ,74.46,light rain,-17.8786,36.8883,Hotel Flamingo
544,Bydgoszcz,PL,30.65,clear sky,53.1235,18.0076,Słoneczny młyn
545,Rosetta,EG,55.58,clear sky,31.4044,30.4164,Green Valley
546,Boende,CD,71.87,light rain,-0.2167,20.8667,
547,Fort Oglethorpe,US,51.26,broken clouds,34.949,-85.2569,Super 8 by Wyndham Ft. Oglethorpe GA/Chatt TN Area
549,Santa Engracia,ES,49.14,broken clouds,41.9406,-1.3245,Casa rural Santa Engracia
550,Fez,MA,41.25,clear sky,34.0372,-4.9998,Hotel Mounia Fès
551,Bosaso,SO,73.18,broken clouds,11.2842,49.1816,Red Sea Hotel
554,Manavgat,TR,43.21,broken clouds,36.7867,31.4431,River Boutique Hotel
555,Broome,US,33.01,overcast clouds,42.2506,-75.833,Chenango Valley State Park
556,Begusarai,IN,51.4,clear sky,25.4167,86.1333,OYO 47817 Akhand Param
557,Huilong,CN,46.04,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
558,Lumeje,AO,66.04,overcast clouds,-11.55,20.7833,
559,Ihosy,MG,64.13,scattered clouds,-22.4,46.1167,Hotely Sariaka
561,Sitka,US,42.69,overcast clouds,57.0531,-135.33,Westmark Sitka
562,Murgab,TM,39.81,clear sky,37.4966,61.9714,
563,Cedar City,US,54.57,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
564,Mayo,US,55.02,clear sky,38.8876,-76.5119,Resorts Resource Group International
567,Paengaroa,NZ,72.9,overcast clouds,-37.8167,176.4167,Kiwi Corral
568,Kattivakkam,IN,79.07,few clouds,13.2167,80.3167,Euronova Freezer
569,Jasper,US,30.87,few clouds,37.2001,-94.3502,Guest House Motel
570,Amatitan,MX,75.16,clear sky,20.8333,-103.7167,FINCA ONTIVEROS
573,Tarapur,IN,70.92,few clouds,19.85,72.7,Vasantshrushti Farm
574,Pimenta Bueno,BR,73.99,heavy intensity rain,-11.6725,-61.1936,Cristalina Palace Hotel
575,Bonavista,CA,45.12,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
577,Elizabeth City,US,62.65,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
578,Cardston,CA,41.07,clear sky,49.2,-113.3019,Flamingo Motel
580,Goya,AR,69.84,overcast clouds,-29.14,-59.2626,Apart Costanera Goya
581,Kaeo,NZ,75.33,overcast clouds,-35.1,173.7833,Bushido Lodge
582,Parati,BR,73.11,overcast clouds,-23.2178,-44.7131,Che Lagarto Paraty
584,Homer,US,36.77,broken clouds,59.6425,-151.5483,Beluga Lake Lodge
585,Kaka,TM,42.76,overcast clouds,37.3482,59.6143,
586,Sochi,RU,42.89,light rain,43.6,39.7303,Bounty Hotel
587,Camacha,PT,59.76,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
588,Mirabad,AF,49.35,scattered clouds,30.4362,61.8383,
589,San Cristobal,VE,71.1,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
590,Iringa,TZ,58.93,overcast clouds,-7.7667,35.7,M.R. Hotels ltd.
592,Lamar,US,40.51,clear sky,33.6668,-95.5836,Kings Inn Paris TX
594,Whitecourt,CA,34.27,broken clouds,54.1502,-115.6855,Super 8 by Wyndham Whitecourt
595,Marsa Matruh,EG,55.69,clear sky,31.3525,27.2453,Beau Site
596,Richards Bay,ZA,71.76,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
597,Qaqortoq,GL,30.7,overcast clouds,60.7167,-46.0333,Siniffik Inn
598,Iglesias,IT,47.79,clear sky,39.3114,8.535,"B&B Mare Monti Miniere - Sardinia sud-ovest, Sulcis iglesiente, trekking, climbing Masua, Miniere,"
599,Terra Santa,BR,76.5,moderate rain,-2.1042,-56.4869,Hotel Sarah
601,Korem,ET,51.76,broken clouds,12.5058,39.5228,Lakomeliza Hotel
602,Lata,PT,46.06,scattered clouds,40.1629,-8.3327,Casa Maquia
604,Sawakin,SD,69.55,few clouds,19.1059,37.3321,فندق الدويم
605,Saint-Pierre,RE,78.44,clear sky,-21.3393,55.4781,Lindsey Hôtel
608,Gayeri,BF,74.66,clear sky,12.6497,0.4931,
611,Paita,PE,73.83,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
612,Rongcheng,CN,41.97,overcast clouds,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
614,Nantucket,US,48.31,clear sky,41.2835,-70.0995,Jared Coffin House
616,Khargone,IN,61.88,clear sky,21.8167,75.6,SPOT ON 63187 Vallabha Hotel
617,Maumere,ID,79.97,overcast clouds,-8.6199,122.2111,Sylvia Hotel
620,Kuah,MY,79.83,broken clouds,6.3265,99.8432,Azio Hotel
621,Gubbio,IT,41.25,scattered clouds,43.3545,12.5725,Park Hotel ai Cappuccini
622,Havoysund,NO,31.08,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
626,Mangrol,IN,65.75,clear sky,21.1167,70.1167,Hotel The Royal Honours
628,Albania,AL,40.39,overcast clouds,41.0,20.0,Bora Homestay
629,Goundi,TD,77.14,few clouds,9.3627,17.366,
630,Gamba,GA,77.31,light rain,-2.65,10.0,
631,Ati,TD,70.41,scattered clouds,13.2154,18.3353,
632,Asfi,MA,56.3,scattered clouds,32.2994,-9.2372,Hôtel Abda
633,Boyabat,TR,36.57,overcast clouds,41.4689,34.7667,Kolaz Palas Otel
634,Gunnedah,AU,74.82,clear sky,-30.9833,150.25,Gunnedah Motor Inn
635,Agadir,MA,54.05,few clouds,30.4202,-9.5982,Iberostar Founty Beach
637,Galesong,ID,75.22,overcast clouds,-5.3166,119.3661,Sapriadi Appy
639,Roquetas De Mar,ES,55.62,few clouds,36.7642,-2.6148,Hotel Don Ángel
640,Bangui,CF,76.59,broken clouds,4.3612,18.555,SAM HOTEL
641,Heze,CN,37.53,overcast clouds,35.2431,115.4411,Hanting Express Heze North Mudang Road University Town
642,Praya,CV,73.56,overcast clouds,14.9215,-23.5087,LT Aparthotel
643,Bardiyah,LY,54.36,clear sky,31.7561,25.0865,بورتو بردية
645,Mocuba,MZ,71.13,light rain,-16.8392,36.9856,Phama Lodge
646,Muncar,ID,76.48,overcast clouds,-8.4333,114.3333,Zaky Homestay
649,Abha,SA,53.85,clear sky,18.2164,42.5053,Abha Hotel
650,Mandla,IN,52.16,clear sky,22.6,80.3833,Bison Resort
651,Chipiona,ES,55.62,clear sky,36.7366,-6.437,Al Sur De Chipiona
652,Pandan,PH,77.09,overcast clouds,14.0453,124.1694,Bonifacio Lodge
653,Cabo Rojo,PR,76.68,broken clouds,18.0866,-67.1457,Hotel Perichi's
656,Kampot,KH,77.05,scattered clouds,10.6167,104.1833,Two Moons Hotel
657,Wanning,CN,70.18,overcast clouds,18.8003,110.3967,Paradise Hotel
660,Esmeraldas,BR,70.66,scattered clouds,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
662,Miyako,JP,36.7,scattered clouds,39.6367,141.9525,Hotel Route Inn Miyako
663,Newport,GB,50.86,light rain,51.5877,-2.9984,ibis budget Newport
664,Harrisburg,US,46.06,clear sky,40.2737,-76.8844,Hilton Harrisburg
666,Calahorra,ES,46.31,overcast clouds,42.3051,-1.9652,Parador de Calahorra
667,Harper,LR,78.57,scattered clouds,4.375,-7.7169,Screensaver
668,Catamarca,AR,71.78,broken clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
669,Iguguno,TZ,62.17,overcast clouds,-4.5697,34.6275,
670,Lokossa,BJ,78.55,broken clouds,6.6387,1.7167,Hotel Manel
672,Santa Vitoria Do Palmar,BR,67.57,overcast clouds,-33.5189,-53.3681,Hostel Comodoro
675,Banyo,CM,66.2,broken clouds,6.75,11.8167,Motel JOMBA
676,Qianjiang,CN,38.89,overcast clouds,30.4151,112.8859,Shell Qianjiang City Qianjiang bus station Hotel
681,Sumbe,AO,75.78,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
683,Sampit,ID,73.74,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
684,Kapit,MY,72.19,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
685,Augusto Correa,BR,75.15,scattered clouds,-1.0217,-46.635,Fazenda Bacuri
